Mode,Month,State,Load Port,Species,End Use,Country,Quantity,Year
Air,Jul,VIC,Melbourne,Sheep,Slaughter,Malaysia,48,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,132,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,United Arab Emirates,630,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,128,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,142,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,146,2016
Sea,Jul,NT,Darwin,Cattle,Productive,Indonesia,930,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,2730,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,148,2016
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam,4073,2016
Sea,Jul,VIC,Geelong,Cattle,Breeder,China,4020,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,2000,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,139,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,United Arab Emirates,620,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,134,2016
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,2702,2016
Air,Jul,NSW,Sydney,Cattle,Breeder,Vietnam,6,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,160,2016
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,906,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,Malaysia,201,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,2836,2016
Sea,Jul,WA,Wyndham,Cattle,Feeder,Indonesia,2761,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,165,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,7292,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,Malaysia,198,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,Malaysia,208,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,152,2016
Sea,Aug,QLD,Karumba,Cattle,Breeder,Sabah,1744,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3215,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,160,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,3591,2016
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,630,2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,440,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,Malaysia,210,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2052,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,127,2016
Sea,Aug,VIC,Portland,Cattle,Breeder,Vietnam,1699,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,83,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Aug,NSW,Sydney,Cattle,Breeder,Malaysia,190,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,85,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,141,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3784,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,152,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,2824,2016
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1200,2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,940,2016
Sea,Aug,VIC,Portland,Cattle,Breeder,China,3123,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,165,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,United Arab Emirates,630,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,123,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3773,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,12250,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,11000,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,10000,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,91,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,130,2016
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam,499,2016
Sea,Aug,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,1080,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Malaysia,1507,2016
Sea,Aug,NT,Darwin,Buffalo,Feeder,Malaysia,840,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,153,2016
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,989,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,165,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,6794,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,165,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3155,2016
Air,Aug,NSW,Sydney,Goats,Breeder,Malaysia,583,2016
Air,Aug,NSW,Sydney,Cattle,Breeder,Thailand,29,2016
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Kuwait,12917,2016
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Oman,5000,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,165,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,6566,2016
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Oman,15000,2016
Sea,Aug,WA,Wyndham,Cattle,Feeder,Indonesia,2839,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,140,2016
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia,1898,2016
Sea,Aug,WA,Broome,Cattle,Slaughter,Vietnam,1433,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,154,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,138,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,165,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,160,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,18955,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,6000,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,130,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,2240,2016
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1418,2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,827,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,3897,2016
Air,Aug,VIC,Melbourne,Sheep,Breeder,China,1154,2016
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia,3117,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,157,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,152,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia,127,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,134,2016
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia,6165,2016
Air,Aug,VIC,Melbourne,Sheep,Breeder,New Zealand,5,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,4750,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,130,2016
Sea,Aug,QLD,Karumba,Cattle,Feeder,Indonesia,1890,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3065,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Malaysia,6600,2016
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Malaysia,1110,2016
Sea,Aug,VIC,Portland,Cattle,Breeder,China,3444,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,2857,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,154,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2016
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Qatar,200,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,15169,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,10000,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,Malaysia,201,2016
Sea,Aug,WA,Wyndham,Cattle,Feeder,Indonesia,2527,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,132,2016
Air,Aug,WA,Perth,Goats,Slaughter,Malaysia,30,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,Malaysia,209,2016
Air,Aug,VIC,Melbourne,Sheep,Breeder,China,1202,2016
Air,Aug,WA,Perth,Sheep,Breeder,Malaysia,197,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Jordan,29686,2016
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Jordan,11,2016
Sea,Aug,WA,Fremantle,Cattle,Feeder,Israel,6988,2016
Sea,Aug,WA,Fremantle,Sheep,Feeder,Israel,11600,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,156,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,3734,2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,132,2016
Air,Aug,WA,Perth,Sheep,Breeder,Malaysia,198,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,135,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia,1499,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2000,2016
Sea,Aug,QLD,Townsville,Cattle,Productive,Indonesia,1567,2016
Sea,Sep,VIC,Portland,Cattle,Breeder,China,3045,2016
Sea,Sep,NT,Darwin,Cattle,Breeder,Vietnam,489,2016
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,2164,2016
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Vietnam,770,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,108,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,157,2016
Air,Sep,WA,Perth,Sheep,Breeder,Malaysia,115,2016
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,1835,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,562,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,148,2016
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1016,2016
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,350,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,130,2016
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,2260,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,146,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Singapore,1968,2016
Air,Sep,NSW,Sydney,Cattle,Breeder,Malaysia,48,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Singapore,132,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,212,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,210,2016
Sea,Sep,QLD,Townsville,Cattle,Feeder,Philippines,2634,2016
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam,3947,2016
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,152,2016
Sea,Sep,VIC,Portland,Cattle,Breeder,China,3877,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,114,2016
Air,Sep,WA,Perth,Goats,Slaughter,Malaysia,23,2016
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1016,2016
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam,2672,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,150,2016
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Oman,5000,2016
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2016
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Kuwait,27415,2016
Sea,Sep,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,8000,2016
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,907,2016
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Vietnam,1114,2016
Sea,Sep,WA,Fremantle,Cattle,Feeder,Israel,3986,2016
Sea,Sep,WA,Fremantle,Sheep,Feeder,Israel,26479,2016
Sea,Sep,WA,Fremantle,Cattle,Feeder,Israel,948,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,144,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,124,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,160,2016
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,2502,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2016
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,136,2016
Air,Sep,WA,Perth,Sheep,Breeder,Malaysia,1977,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2016
Air,Sep,WA,Perth,Sheep,Breeder,Malaysia,141,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,146,2016
Sea,Sep,QLD,Brisbane,Cattle,Feeder,Japan,2159,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,136,2016
Sea,Sep,VIC,Portland,Cattle,Breeder,China,3000,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,140,2016
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,796,2016
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Vietnam,458,2016
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,156,2016
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,104,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,3267,2016
Sea,Oct,WA,Broome,Cattle,Slaughter,Malaysia,1100,2016
Sea,Oct,WA,Broome,Cattle,Feeder,Indonesia,1690,2016
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam,4787,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Qatar,27000,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,7500,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Oman,5000,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,25430,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,142,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,6056,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,154,2016
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia,558,2016
Air,Oct,NSW,Sydney,Sheep,Slaughter,Malaysia,54,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,151,2016
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam,2983,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,144,2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia,149,2016
Air,Oct,NSW,Sydney,Goats,Breeder,Sarawak,507,2016
Air,Oct,NSW,Sydney,Sheep,Breeder,Sarawak,122,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,3573,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,160,2016
Sea,Oct,QLD,Weipa,Cattle,Feeder,Indonesia,1900,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,186,2016
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam,4034,2016
Sea,Oct,QLD,Townsville,Cattle,Productive,Indonesia,1786,2016
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia,1320,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,55000,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,24166,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,156,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,1671,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,132,2016
Sea,Oct,WA,Geraldton,Cattle,Feeder,Vietnam,2267,2016
Air,Oct,WA,Perth,Sheep,Breeder,Malaysia,135,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,99,2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia,27,2016
Air,Oct,WA,Perth,Sheep,Breeder,Malaysia,136,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,1698,2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia,590,2016
Sea,Oct,WA,Broome,Cattle,Slaughter,Vietnam,2562,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,3152,2016
Air,Oct,VIC,Melbourne,Cattle,Breeder,Taiwan,204,2016
Air,Oct,WA,Perth,Sheep,Breeder,Malaysia,138,2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia,108,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,140,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,146,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,146,2016
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia,976,2016
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan,90,2016
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan,870,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,152,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,25963,2016
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Kuwait,25,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,8000,2016
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Qatar,200,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Qatar,36000,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,132,2016
Sea,Oct,WA,Broome,Cattle,Feeder,Indonesia,2726,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,192,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,160,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,160,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,3887,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,160,2016
Air,Oct,VIC,Melbourne,Cattle,Breeder,Indonesia,200,2016
Sea,Oct,QLD,Karumba,Cattle,Slaughter,Brunei Darussalam,698,2016
Sea,Oct,QLD,Karumba,Cattle,Breeder,Malaysia,796,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,2032,2016
Sea,Oct,VIC,Portland,Cattle,Breeder,China,4000,2016
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia,3679,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,3002,2016
Sea,Oct,WA,Fremantle,Cattle,Feeder,Turkey,15366,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,171,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,China,1474,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,343,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,585,2016
Air,Nov,SA,Adelaide,Cattle,Slaughter,Malaysia,20,2016
Air,Nov,SA,Adelaide,Camels,Breeder,Malaysia,13,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia,150,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,152,2016
Air,Nov,VIC,Melbourne,Goats,Breeder,United Arab Emirates,166,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,68,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia,142,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,102,2016
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia,64,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia,153,2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia,40,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,148,2016
Sea,Nov,WA,Geraldton,Cattle,Slaughter,Malaysia,2419,2016
Air,Nov,VIC,Melbourne,Alpacas,Breeder,New Zealand,28,2016
Sea,Nov,NT,Darwin,Buffalo,Slaughter,Malaysia,372,2016
Sea,Nov,NT,Darwin,Cattle,Slaughter,Malaysia,1105,2016
Sea,Nov,NT,Darwin,Cattle,Productive,Indonesia,1302,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia,149,2016
Sea,Nov,WA,Fremantle,Cattle,Productive,Indonesia,585,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia,6168,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia,123,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,157,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia,162,2016
Sea,Nov,WA,Broome,Cattle,Feeder,Indonesia,2864,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,Indonesia,200,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia,141,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,126,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3167,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,Taiwan,204,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,150,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Qatar,35000,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,4000,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait,36377,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait,4244,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,144,2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia,128,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia,149,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,131,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,732,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,2930,2016
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Vietnam,3812,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia,10431,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia,198,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,152,2016
Sea,Nov,QLD,Townsville,Cattle,Feeder,Indonesia,3683,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,36,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,78,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia,150,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,140,2016
Sea,Nov,NT,Darwin,Cattle,Productive,Indonesia,1564,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Turkey,6330,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,447,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia,6059,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia,1189,2016
Air,Nov,VIC,Melbourne,Goats,Breeder,Vietnam,48,2016
Sea,Nov,NT,Darwin,Buffalo,Slaughter,Vietnam,300,2016
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam,1294,2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia,138,2016
Air,Nov,NSW,Sydney,Goats,Breeder,Malaysia,50,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,103,2016
Sea,Nov,WA,Geraldton,Cattle,Feeder,Vietnam,2454,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,1729,2016
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam,350,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,200,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,200,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,2566,2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia,60,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,China,221,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,155,2016
Sea,Nov,QLD,Karumba,Cattle,Feeder,Indonesia,1871,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,6912,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,90,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3050,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,New Zealand,4,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,2794,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,144,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,2739,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,151,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,460,2016
Sea,Nov,NT,Darwin,Cattle,Productive,Indonesia,262,2016
Air,Nov,NSW,Sydney,Goats,Breeder,Malaysia,122,2016
Air,Nov,NSW,Sydney,Sheep,Breeder,Malaysia,10,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,394,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,63,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,162,2016
Air,Nov,VIC,Melbourne,Goats,Breeder,Sabah,1856,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,114,2016
Air,Nov,NSW,Sydney,Goats,Slaughter,Malaysia,592,2016
Air,Nov,NSW,Sydney,Sheep,Slaughter,Malaysia,104,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,6000,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Oman,5000,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2016
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Qatar,150,2016
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Kuwait,25,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait,26561,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait,4260,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,Taiwan,182,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3103,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,88,2016
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia,73,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,96,2016
Sea,Nov,SA,Port Adelaide,Cattle,Feeder,Turkey,3420,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,152,2016
Sea,Dec,WA,Fremantle,Cattle,Breeder,China,1151,2016
